"Season","date","site","plot_ID","Elevation","channel_dist","ave_ht","cover","vol_est","vol_calc","density_naive","density_final","frontal_total","frontal_5","frontal_10","frontal_15","frontal_20","frontal_25","frontal_30"
"Summer","7/28/2021","Interior","H2",2.1294,2,7,0.7,49000,1759.10796803146,2013.07081572571,4413.36765928838,8318.31536422675,5941.65383159053,2376.66153263621,0,0,0,0
"Summer","7/28/2021","Interior","H6",2.131,6,23,0.85,195500,7018.48179081938,8031.74172396687,5359.08930056447,33188.3806878843,7214.86536693136,7214.86536693136,7214.86536693136,7214.86536693136,4328.91922015882,0
"Summer","7/28/2021","Interior","H12",2.104,12,21,0.95,199500,7162.08244127093,8196.07403545468,5989.57039474852,33867.426840066,8063.67305715858,8063.67305715858,8063.67305715858,8063.67305715858,1612.73461143172,0
"Summer","7/28/2021","Interior","H24",2.0919,24,22,0.9,198000,7108.2321973516,8134.44941864675,5674.32984765649,33612.7845329979,7639.26921204497,7639.26921204497,7639.26921204497,7639.26921204497,3055.70768481799,0
"Summer","7/28/2021","Interior","H30",2.0867,30,26,0.9,234000,8400.63805141552,9613.44022203707,5674.3298476565,39724.1999026339,7639.26921204497,7639.26921204497,7639.26921204497,7639.26921204497,7639.26921204497,1527.85384240899
"Winter","1/25/2022","Bay","A0.5",2.1313,0.5,10,0.05,5000,179.500813064434,205.415389359766,315.240547092027,848.807690227219,424.40384511361,424.40384511361,0,0,0,0
"Winter","1/25/2022","Bay","A2",2.3217,2,18,0.55,99000,3554.1160986758,4067.22470932338,3467.6460180123,16806.3922664989,4668.44229624971,4668.44229624971,4668.44229624971,2801.06537774982,0,0
"Winter","1/25/2022","Bay","A6",2.2421,6,18,0.55,99000,3554.1160986758,4067.22470932338,3467.6460180123,16806.3922664989,4668.44229624971,4668.44229624971,4668.44229624971,2801.06537774982,0,0
"Winter","1/25/2022","Bay","A12",2.2417,12,16,0.95,152000,5456.8247171588,6244.6278365369,5989.57039474852,25803.7537829075,8063.67305715858,8063.67305715858,8063.67305715858,1612.73461143172,0,0
"Winter","1/25/2022","Bay","A24",2.2217,24,13,0.8,104000,3733.61691174023,4272.64009868314,5043.84875347244,17655.1999567262,6790.46152181775,6790.46152181775,4074.27691309065,0,0,0
"Winter","1/25/2022","Bay","A48",2.1789,48,16,0.95,152000,5456.8247171588,6244.6278365369,5989.57039474852,25803.7537829075,8063.67305715858,8063.67305715858,8063.67305715858,1612.73461143172,0,0
"Winter","1/25/2022","Bay","A72",2.1308,72,13,0.7,91000,3266.9147977727,3738.56008634775,4413.36765928838,15448.2999621354,5941.65383159053,5941.65383159053,3564.99229895432,0,0,0
"Winter","1/25/2022","Bay","B0.5",2.145,0.5,12,0.35,42000,1507.80682974125,1725.48927062204,2206.68382964419,7129.98459790864,2970.82691579527,2970.82691579527,1188.33076631811,0,0,0
"Winter","1/25/2022","Bay","B2",2.3126,2,11,0.5,55000,1974.50894370878,2259.56928295743,3152.40547092027,9336.88459249941,4244.0384511361,4244.0384511361,848.807690227219,0,0,0
"Winter","1/25/2022","Bay","B6",2.2516,6,13,0.45,58500,2100.15951285388,2403.36005550927,2837.16492382825,9931.04997565846,3819.63460602249,3819.63460602249,2291.78076361349,0,0,0
"Winter","1/25/2022","Bay","B12",2.2291,12,11,0.95,104500,3751.56699304668,4293.18163761912,5989.57039474852,17740.0807257489,8063.67305715858,8063.67305715858,1612.73461143172,0,0,0
"Winter","1/25/2022","Bay","B24",2.219,24,16,0.9,144000,5169.62341625571,5915.96321356127,5674.32984765649,24445.6614785439,7639.26921204497,7639.26921204497,7639.26921204497,1527.85384240899,0,0
"Winter","1/25/2022","Bay","B48",2.1816,48,20,0.9,180000,6462.02927031963,7394.95401695159,5674.32984765649,30557.0768481799,7639.26921204497,7639.26921204497,7639.26921204497,7639.26921204497,0,0
"Winter","1/25/2022","Bay","B72",2.1409,72,13,0.8,104000,3733.61691174023,4272.64009868314,5043.84875347244,17655.1999567262,6790.46152181775,6790.46152181775,4074.27691309065,0,0,0
"Winter","1/25/2022","Bay","C0.5",2.1934,0.5,13,0.15,19500,700.053170951294,801.120018503089,945.721641276082,3310.34999188615,1273.21153534083,1273.21153534083,763.926921204497,0,0,0
"Winter","1/25/2022","Bay","C2",2.2569,2,12,0.3,36000,1292.40585406393,1478.99080339032,1891.44328255216,6111.41536963598,2546.42307068166,2546.42307068166,1018.56922827266,0,0,0
"Winter","1/25/2022","Bay","C6",2.2833,6,4,0.45,18000,646.202927031963,739.495401695159,2837.16492382825,3055.70768481799,3055.70768481799,0,0,0,0,0
"Winter","1/25/2022","Bay","C12",2.2625,12,30,0.75,225000,8077.53658789954,9243.69252118949,4728.60820638041,38196.3460602249,6366.05767670414,6366.05767670414,6366.05767670414,6366.05767670414,6366.05767670414,6366.05767670414
"Winter","1/25/2022","Bay","C24",2.2663,24,27,0.95,256500,9208.39171020548,10537.809474156,5989.57039474852,43543.8345086563,8063.67305715858,8063.67305715858,8063.67305715858,8063.67305715858,8063.67305715858,3225.46922286343
"Winter","1/25/2022","Bay","C48",2.2228,48,17,0.85,144500,5187.57349756215,5936.50475249725,5359.08930056447,24530.5422475666,7214.86536693136,7214.86536693136,7214.86536693136,2885.94614677255,0,0
"Winter","1/25/2022","Bay","C72",2.2017,72,23,0.85,195500,7018.48179081938,8031.74172396687,5359.08930056447,33188.3806878843,7214.86536693136,7214.86536693136,7214.86536693136,7214.86536693136,4328.91922015882,0
"Winter","1/25/2022","Creek","D0.5",2.0034,0.5,16,0.7,112000,4020.81821264333,4601.30472165877,4413.36765928838,19013.2922610897,5941.65383159053,5941.65383159053,5941.65383159053,1188.33076631811,0,0
"Winter","1/25/2022","Creek","D2",1.9075,2,17,0.9,153000,5492.72487977169,6285.71091440885,5674.32984765649,25973.5153209529,7639.26921204497,7639.26921204497,7639.26921204497,3055.70768481799,0,0
"Winter","1/25/2022","Creek","D6",2.1626,6,15,0.9,135000,4846.52195273972,5546.21551271369,5674.32984765649,22917.8076361349,7639.26921204497,7639.26921204497,7639.26921204497,0,0,0
"Winter","1/25/2022","Creek","D12",2.1235,12,25,0.6,150000,5385.02439193303,6162.46168079299,3782.88656510433,25464.2307068166,5092.84614136331,5092.84614136331,5092.84614136331,5092.84614136331,5092.84614136331,0
"Winter","1/25/2022","Creek","D24",2.1225,24,11,0.85,93500,3356.66520430492,3841.26778102763,5359.08930056447,15872.703807249,7214.86536693136,7214.86536693136,1442.97307338627,0,0,0
"Winter","1/25/2022","Creek","D30",2.111,30,24,0.8,192000,6892.83122167427,7887.95095141503,5043.84875347244,32594.2153047252,6790.46152181775,6790.46152181775,6790.46152181775,6790.46152181775,5432.3692174542,0
"Winter","1/25/2022","Creek","E0.5",2.0607,0.5,10,0.8,80000,2872.01300903095,3286.64622975626,5043.84875347244,13580.9230436355,6790.46152181775,6790.46152181775,0,0,0,0
"Winter","1/25/2022","Creek","E24",2.0677,2,13,0.8,104000,3733.61691174023,4272.64009868314,5043.84875347244,17655.1999567262,6790.46152181775,6790.46152181775,4074.27691309065,0,0,0
"Winter","1/25/2022","Creek","E6",2.133,6,17,0.85,144500,5187.57349756215,5936.50475249725,5359.08930056447,24530.5422475666,7214.86536693136,7214.86536693136,7214.86536693136,2885.94614677255,0,0
"Winter","1/25/2022","Creek","E12",2.129,12,12,0.6,72000,2584.81170812785,2957.98160678064,3782.88656510433,12222.830739272,5092.84614136331,5092.84614136331,2037.13845654533,0,0,0
"Winter","1/25/2022","Creek","E24",2.117,24,15,0.8,120000,4308.01951354642,4929.96934463439,5043.84875347244,20371.3845654533,6790.46152181775,6790.46152181775,6790.46152181775,0,0,0
"Winter","1/25/2022","Creek","E30",2.1207,30,14,0.7,98000,3518.21593606291,4026.14163145142,4413.36765928838,16636.6307284535,5941.65383159053,5941.65383159053,4753.32306527243,0,0,0
"Winter","1/25/2022","Creek","I0.5",1.9528,0.5,9,0.85,76500,2746.36243988584,3142.85545720443,5359.08930056447,12986.7576604765,7214.86536693136,5771.89229354509,0,0,0,0
"Winter","1/25/2022","Creek","I2",1.8673,2,11,0.9,99000,3554.1160986758,4067.22470932337,5674.32984765649,16806.3922664989,7639.26921204497,7639.26921204497,1527.85384240899,0,0,0
"Winter","1/25/2022","Creek","I6",2.1411,6,13,0.7,91000,3266.9147977727,3738.56008634775,4413.36765928838,15448.2999621354,5941.65383159053,5941.65383159053,3564.99229895432,0,0,0
"Winter","1/25/2022","Creek","I12",2.1446,12,19,0.7,133000,4774.72162751395,5464.04935696979,4413.36765928838,22578.284560044,5941.65383159053,5941.65383159053,5941.65383159053,4753.32306527243,0,0
"Winter","1/25/2022","Creek","I24",2.1347,24,17,0.85,144500,5187.57349756215,5936.50475249725,5359.08930056447,24530.5422475666,7214.86536693136,7214.86536693136,7214.86536693136,2885.94614677255,0,0
"Winter","1/25/2022","Creek","I30",2.1383,30,11,0.9,99000,3554.1160986758,4067.22470932337,5674.32984765649,16806.3922664989,7639.26921204497,7639.26921204497,1527.85384240899,0,0,0
"Winter","1/25/2022","Interior","F0.5",2.173,0.5,5,0.7,35000,1256.50569145104,1437.90772551836,4413.36765928838,5941.65383159053,5941.65383159053,0,0,0,0,0
"Winter","1/25/2022","Interior","F2",2.2297,2,6,0.65,39000,1400.10634190259,1602.24003700618,4098.12711219636,6620.69998377231,5517.24998647693,1103.44999729538,0,0,0,0
"Winter","1/25/2022","Interior","F6",2.2247,6,15,0.75,112500,4038.76829394977,4621.84626059474,4728.60820638041,19098.1730301124,6366.05767670414,6366.05767670414,6366.05767670414,0,0,0
"Winter","1/25/2022","Interior","F12",2.1729,12,17,0.85,144500,5187.57349756215,5936.50475249725,5359.08930056447,24530.5422475666,7214.86536693136,7214.86536693136,7214.86536693136,2885.94614677255,0,0
"Winter","1/25/2022","Interior","F24",2.14,24,19,0.9,171000,6138.92780680365,7025.20631610401,5674.32984765649,29029.2230057709,7639.26921204497,7639.26921204497,7639.26921204497,6111.41536963598,0,0
"Winter","1/25/2022","Interior","F30",2.1349,30,22,0.85,187000,6713.33040860984,7682.53556205526,5359.08930056447,31745.407614498,7214.86536693136,7214.86536693136,7214.86536693136,7214.86536693136,2885.94614677255,0
"Winter","1/25/2022","Interior","G0.5",1.946,0.5,9,0.65,58500,2100.15951285388,2403.36005550927,4098.12711219636,9931.04997565846,5517.24998647693,4413.79998918154,0,0,0,0
"Winter","1/25/2022","Interior","G2",2.2076,2,6,0.8,48000,1723.20780541857,1971.98773785376,5043.84875347244,8148.5538261813,6790.46152181775,1358.09230436355,0,0,0,0
"Winter","1/25/2022","Interior","G6",2.1555,6,11,0.75,82500,2961.76341556316,3389.35392443615,4728.60820638041,14005.3268887491,6366.05767670414,6366.05767670414,1273.21153534083,0,0,0
"Winter","1/25/2022","Interior","G12",2.1369,12,14,0.75,105000,3769.51707435312,4313.72317655509,4728.60820638041,17824.9614947716,6366.05767670414,6366.05767670414,5092.84614136331,0,0,0
"Winter","1/25/2022","Interior","G24",2.1125,24,22,0.9,198000,7108.2321973516,8134.44941864675,5674.32984765649,33612.7845329979,7639.26921204497,7639.26921204497,7639.26921204497,7639.26921204497,3055.70768481799,0
"Winter","1/25/2022","Interior","G30",2.0916,30,14,0.85,119000,4272.11935093353,4888.88626676244,5359.08930056447,20201.6230274078,7214.86536693136,7214.86536693136,5771.89229354509,0,0,0
"Winter","1/25/2022","Interior","H0.5",2.1764,0.5,12,0.85,102000,3661.81658651446,4190.47394293923,5359.08930056447,17315.6768806353,7214.86536693136,7214.86536693136,2885.94614677255,0,0,0
"Winter","1/25/2022","Interior","H24",2.1294,2,13,0.75,97500,3500.26585475647,4005.60009251544,4728.60820638041,16551.7499594308,6366.05767670414,6366.05767670414,3819.63460602249,0,0,0
"Winter","1/25/2022","Interior","H6",2.131,6,19,0.8,152000,5456.8247171588,6244.6278365369,5043.84875347244,25803.7537829075,6790.46152181775,6790.46152181775,6790.46152181775,5432.3692174542,0,0
"Winter","1/25/2022","Interior","H12",2.104,12,14,0.65,91000,3266.9147977727,3738.56008634775,4098.12711219636,15448.2999621354,5517.24998647692,5517.24998647692,4413.79998918154,0,0,0
"Winter","1/25/2022","Interior","H24",2.0919,24,20,0.85,170000,6103.02764419076,6984.12323823206,5359.08930056447,28859.4614677255,7214.86536693136,7214.86536693136,7214.86536693136,7214.86536693136,0,0
"Winter","1/25/2022","Interior","H30",2.0867,30,12,0.85,102000,3661.81658651446,4190.47394293923,5359.08930056447,17315.6768806353,7214.86536693136,7214.86536693136,2885.94614677255,0,0,0
